Time,Temp1F,Temp2F,RH,Pres,AccX,AccZ
3042176,-20.17,-33.37,5.10,0.82,-0.201,0.539
3042679,-20.17,-33.37,5.41,0.82,0.080,0.673
3043183,-20.17,-33.37,5.57,0.82,-0.527,0.317
3043687,-20.17,-33.37,5.41,0.82,0.125,0.747
3044191,-21.05,-33.37,5.10,0.82,-0.349,0.569
3044695,-21.05,-33.37,5.25,0.82,-0.083,0.510
3045198,-20.17,-32.49,5.10,0.82,-0.172,0.628
3045702,-20.17,-32.49,5.57,0.80,0.006,0.480
3046206,-21.05,-32.49,5.57,0.80,-0.246,0.599
3046710,-20.17,-32.49,5.10,0.82,-0.127,0.747
3047214,-20.17,-33.37,5.41,0.80,-0.497,0.406
3047717,-21.05,-33.37,5.57,0.80,-0.394,0.643
3048221,-20.17,-33.37,5.10,0.80,0.095,0.880
3048724,-21.05,-33.37,5.10,0.82,-0.394,0.213
3049228,-21.05,-33.37,5.41,0.80,0.021,0.628
3049732,-20.17,-33.37,5.73,0.80,0.051,0.510
3050235,-20.17,-33.37,5.57,0.80,-0.231,0.287
3050739,-20.17,-33.37,5.57,0.82,0.065,0.791
3051243,-20.17,-33.37,5.25,0.80,-0.261,0.347
3051747,-20.17,-32.49,5.10,0.80,-0.053,0.554
3052251,-20.17,-32.49,5.73,0.80,-0.231,0.450
3052754,-20.17,-32.49,5.41,0.80,-0.009,0.510
3053258,-20.17,-32.49,5.41,0.80,0.080,0.317
3053762,-21.05,-32.49,5.10,0.80,0.036,0.258
3054266,-21.05,-32.49,5.73,0.80,0.080,0.317
3054770,-20.17,-32.49,5.25,0.80,-0.127,0.599
3055273,-20.17,-32.49,5.25,0.80,-0.142,0.524
3055777,-20.17,-32.49,5.57,0.80,-0.261,0.495
3056280,-20.17,-32.49,5.10,0.80,0.095,0.791
3056784,-20.17,-32.49,5.57,0.80,-0.438,0.569
3057288,-19.29,-32.49,5.41,0.80,-0.112,0.302
3057792,-20.17,-32.49,5.10,0.80,-0.186,0.539
3058295,-20.17,-32.49,5.10,0.80,-0.320,0.347
3058799,-21.05,-33.37,5.10,0.80,-0.364,0.347
3059303,-20.17,-32.49,5.57,0.80,-0.601,0.421
3059807,-20.17,-33.37,5.41,0.80,-0.201,0.821
3060311,-21.05,-33.37,5.25,0.80,-0.172,0.125
3060814,-21.05,-33.37,5.73,0.80,-0.349,0.110
3061318,-21.05,-33.37,5.10,0.80,-0.290,0.362
3061822,-20.17,-33.37,5.25,0.78,-0.053,0.628
3062326,-20.17,-33.37,5.41,0.80,-0.364,0.436
3062830,-20.17,-33.37,5.57,0.80,-0.349,0.317
3063333,-20.17,-33.37,5.25,0.80,0.287,0.213
3063837,-20.17,-32.49,5.41,0.80,-0.009,-0.083
3064341,-21.05,-32.49,5.73,0.80,-0.157,0.806
3064844,-20.17,-32.49,5.73,0.78,0.036,0.213
3065348,-21.05,-32.49,5.25,0.80,-0.083,0.628
3065851,-21.05,-32.49,5.41,0.80,0.006,0.436
3066355,-20.17,-32.49,5.10,0.78,0.110,0.213
3066859,-21.05,-32.49,5.73,0.80,0.036,0.376
3067363,-21.05,-32.49,5.57,0.78,0.065,0.465
3067867,-21.05,-32.49,5.25,0.78,-0.038,0.450
3068370,-21.05,-32.49,5.25,0.78,0.065,0.510
3068874,-20.17,-32.49,5.57,0.78,-0.246,0.717
3069378,-20.17,-32.49,5.57,0.78,0.258,0.554
3069882,-21.05,-32.49,5.57,0.78,0.154,0.599
3070386,-20.17,-32.49,5.41,0.78,-0.083,0.702
3070889,-20.17,-32.49,5.73,0.78,-0.438,0.554
3071393,-20.17,-32.49,5.41,0.78,-0.053,0.835
3071897,-21.05,-32.49,5.41,0.78,-0.216,0.243
3072401,-20.17,-32.49,5.73,0.78,-0.216,0.717
3072905,-20.17,-32.49,5.25,0.78,-0.468,0.421
3073408,-21.05,-32.49,5.73,0.78,0.273,0.332
3073911,-21.05,-32.49,5.25,0.78,-0.290,0.095
3074415,-21.93,-32.49,5.25,0.78,-0.053,0.806
3074919,-20.17,-31.61,5.73,0.78,-0.349,0.243
3075423,-21.93,-31.61,5.73,0.78,-0.290,0.791
3075927,-21.05,-31.61,5.73,0.78,-0.557,0.317
3076430,-21.05,-31.61,5.41,0.78,-0.038,0.539
3076934,-21.05,-31.61,5.57,0.78,-0.053,0.258
3077438,-20.17,-32.49,5.41,0.78,-0.246,0.184
3077942,-21.05,-31.61,5.41,0.78,0.213,0.258
3078446,-20.17,-31.61,5.41,0.78,-0.083,0.450
3078949,-21.05,-31.61,5.41,0.80,-0.098,0.539
3079453,-21.05,-31.61,5.73,0.78,-0.305,0.287
3079957,-21.05,-31.61,5.73,0.78,-0.098,0.332
3080461,-21.93,-31.61,5.41,0.78,-0.349,0.332
3080965,-21.93,-32.49,5.73,0.78,-0.290,0.228
3081468,-21.05,-31.61,6.04,0.78,-0.098,0.406
3081971,-21.05,-31.61,5.57,0.78,0.051,0.436
3082475,-21.05,-32.49,5.88,0.78,-0.186,0.302
3082979,-21.93,-32.49,5.25,0.78,0.139,0.450
3083483,-21.05,-32.49,5.88,0.78,0.080,0.539
3083986,-21.05,-32.49,5.88,0.78,-0.290,0.154
3084490,-21.05,-32.49,5.57,0.78,-0.038,0.495
3084994,-21.05,-31.61,5.57,0.78,-0.216,0.287
3085498,-21.05,-31.61,5.41,0.78,-0.186,0.465
3086002,-21.05,-31.61,5.57,0.76,0.051,0.613
3086505,-21.93,-31.61,5.73,0.78,-0.512,0.347
3087009,-21.05,-31.61,5.41,0.78,0.228,0.599
3087513,-21.93,-32.49,5.88,0.78,0.169,0.347
3088017,-21.05,-32.49,5.57,0.76,-0.216,0.554
3088521,-20.17,-32.49,5.88,0.78,-0.142,0.643
3089025,-21.05,-32.49,5.57,0.76,-0.186,0.406
3089527,-21.93,-32.49,5.25,0.76,-0.172,0.673
3090031,-21.05,-32.49,5.57,0.78,-0.127,0.228
3090535,-21.05,-32.49,5.57,0.78,-0.083,0.302
3091039,-21.05,-32.49,5.41,0.78,-0.024,0.243
3091543,-21.05,-32.49,5.57,0.76,-0.083,0.199
3092046,-21.05,-32.49,5.88,0.76,-0.127,0.347
3092550,-21.05,-32.49,5.88,0.78,-0.009,0.391
3093054,-21.05,-31.61,5.57,0.76,0.006,0.228
3093558,-21.05,-31.61,5.57,0.76,-0.142,0.332
3094062,-21.05,-31.61,5.88,0.76,0.036,0.376
3094565,-21.93,-32.49,5.41,0.76,-0.068,0.450
3095069,-21.05,-32.49,5.88,0.76,-0.009,0.391
3095573,-21.93,-32.49,5.41,0.76,0.051,0.376
3096077,-21.93,-32.49,5.57,0.76,0.021,0.584
3096581,-21.93,-32.49,5.88,0.76,-0.231,0.465
3097084,-21.05,-32.49,5.41,0.76,-0.098,0.510
3097587,-21.93,-32.49,5.88,0.76,0.243,0.599
3098091,-21.93,-32.49,5.57,0.76,-0.083,0.510
3098595,-21.05,-32.49,5.41,0.76,-0.186,0.332
3099099,-21.93,-32.49,5.88,0.76,0.036,0.599
3099602,-21.93,-32.49,5.88,0.75,-0.320,0.065
3100106,-22.81,-32.49,5.88,0.76,-0.349,0.302
3100610,-21.05,-33.37,6.04,0.76,-0.290,0.362
3101114,-21.05,-32.49,5.73,0.76,-0.468,0.317
3101618,-21.05,-33.37,6.04,0.75,-0.364,0.391
3102121,-21.93,-33.37,5.57,0.75,0.006,0.213
3102625,-21.05,-33.37,5.57,0.76,-0.201,0.362
3103129,-21.93,-33.37,5.57,0.76,-0.098,0.332
3103633,-21.05,-33.37,5.73,0.76,-0.186,0.450
3104137,-21.93,-32.49,6.04,0.76,-0.231,0.554
3104641,-21.93,-33.37,5.73,0.76,-0.068,0.643
3105144,-21.05,-33.37,6.04,0.76,-0.201,0.480
3105647,-21.05,-33.37,6.04,0.75,0.110,0.406
3106151,-21.93,-33.37,5.41,0.76,0.051,0.480
3106655,-21.93,-33.37,5.73,0.75,-0.186,0.554
3107159,-21.05,-33.37,6.04,0.75,-0.157,0.362
3107662,-21.93,-33.37,5.73,0.75,0.080,0.362
3108166,-21.93,-33.37,6.04,0.75,-0.201,0.362
3108670,-21.05,-33.37,6.04,0.75,-0.083,0.495
3109174,-21.05,-33.37,5.88,0.75,0.036,0.302
3109678,-21.05,-33.37,5.41,0.75,-0.172,0.110
3110181,-21.93,-33.37,5.41,0.76,-0.335,0.554
3110685,-21.93,-33.37,5.73,0.75,-0.542,0.287
3111189,-21.93,-33.37,6.04,0.75,-0.216,0.702
3111693,-21.93,-33.37,5.73,0.75,-0.261,0.776
3112197,-21.05,-33.37,6.04,0.75,-0.290,0.332
3112700,-21.05,-33.37,5.41,0.75,-0.349,0.184
3113204,-21.93,-33.37,5.73,0.75,-0.320,0.184
3113708,-21.93,-33.37,5.57,0.75,-0.335,0.554
3114211,-21.93,-33.37,6.04,0.76,-0.468,0.376
3114715,-21.05,-33.37,5.73,0.75,0.125,0.673
3115218,-21.05,-33.37,5.88,0.76,-0.423,0.110
3115722,-21.05,-33.37,6.04,0.75,-0.216,0.747
3116226,-21.93,-33.37,5.73,0.75,-0.157,0.687
3116730,-21.05,-33.37,5.88,0.75,-0.261,0.539
3117234,-21.05,-33.37,5.73,0.76,-0.083,0.287
3117737,-21.93,-33.37,5.41,0.75,-0.112,0.436
3118241,-21.05,-33.37,6.04,0.75,-0.172,0.332
3118745,-21.05,-33.37,5.57,0.75,0.302,0.317
3119249,-21.05,-33.37,5.88,0.75,-0.157,0.465
3119753,-21.93,-33.37,5.57,0.75,-0.142,0.332
3120257,-21.05,-33.37,5.41,0.75,-0.083,0.273
3120760,-21.05,-31.61,5.73,0.75,-0.068,0.436
3121264,-21.05,-33.37,5.41,0.75,0.095,0.169
3121768,-21.05,-33.37,5.88,0.75,-0.290,0.199
3122272,-21.93,-33.37,5.41,0.75,-0.305,0.732
3122775,-21.93,-33.37,5.88,0.75,-0.409,0.243
3123278,-21.05,-33.37,5.73,0.75,-0.068,0.287
3123782,-21.05,-33.37,5.73,0.75,0.302,0.362
3124286,-21.93,-33.37,5.88,0.75,-0.364,0.199
3124790,-21.05,-33.37,5.73,0.75,-0.305,0.495
3125294,-21.05,-33.37,5.88,0.73,-0.320,0.347
3125797,-21.05,-33.37,5.88,0.75,-0.290,0.347
3126301,-21.93,-32.49,6.04,0.73,-0.186,0.450
3126805,-21.93,-32.49,6.04,0.75,0.302,0.243
3127309,-21.93,-32.49,5.88,0.73,0.569,0.495
3127813,-21.05,-32.49,5.57,0.73,0.169,0.732
3128316,-21.05,-32.49,5.88,0.73,-0.305,0.406
3128820,-21.05,-32.49,5.88,0.73,-0.009,0.510
3129324,-21.93,-32.49,5.57,0.76,-0.038,0.376
3129828,-20.17,-33.37,5.41,0.73,0.065,0.524
3130332,-21.05,-32.49,5.41,0.73,-0.290,0.821
3130834,-21.93,-32.49,5.88,0.73,-0.068,0.569
3131338,-21.93,-32.49,5.88,0.73,0.139,0.450
3131842,-21.93,-32.49,6.04,0.73,0.125,0.406
3132346,-21.93,-32.49,5.73,0.73,0.006,0.110
3132850,-21.05,-32.49,5.88,0.73,-0.024,0.125
3133353,-21.93,-32.49,5.88,0.73,-0.142,0.436
3133857,-21.93,-32.49,5.73,0.73,0.036,0.332
3134361,-21.05,-32.49,5.41,0.73,-0.394,0.332
3134865,-21.05,-32.49,5.57,0.73,0.139,0.643
3135369,-21.05,-32.49,5.73,0.73,0.021,0.347
3135873,-21.93,-32.49,6.04,0.73,-0.053,0.154
3136376,-21.05,-32.49,6.04,0.73,-0.186,0.184
3136880,-21.93,-32.49,6.04,0.73,0.065,0.213
3137384,-21.05,-32.49,5.73,0.73,0.154,0.510
3137888,-21.05,-32.49,6.04,0.73,0.036,0.599
3138392,-21.05,-32.49,5.41,0.73,-0.512,0.480
3138894,-21.93,-32.49,6.04,0.73,0.036,0.554
3139398,-21.93,-32.49,5.88,0.73,-0.335,0.569
3139902,-23.69,-32.49,5.88,0.73,0.302,0.569
3140406,-21.05,-32.49,6.04,0.75,0.213,0.376
3140910,-21.05,-32.49,5.57,0.73,0.021,0.584
3141413,-21.05,-32.49,5.73,0.73,-0.098,0.495
3141917,-21.93,-32.49,5.88,0.73,0.036,0.747
3142421,-21.93,-31.61,6.04,0.73,0.006,0.584
3142925,-21.05,-31.61,5.88,0.73,0.125,0.362
3143429,-21.05,-31.61,6.04,0.73,-0.157,0.376
3143932,-21.93,-31.61,5.73,0.73,-0.068,0.510
3144436,-21.93,-31.61,6.04,0.73,0.006,0.362
3144940,-21.05,-31.61,5.57,0.73,-0.009,0.287
3145444,-21.05,-31.61,6.04,0.73,-0.024,0.287
3145948,-21.93,-31.61,6.04,0.73,-0.098,0.436
3146450,-21.93,-31.61,5.88,0.73,-0.127,0.287
3146954,-21.05,-31.61,5.57,0.73,-0.024,0.169
3147458,-21.05,-31.61,5.88,0.73,-0.053,0.095
3147962,-21.93,-31.61,6.04,0.73,0.228,0.450
3148466,-21.05,-31.61,5.88,0.73,0.021,0.510
3148969,-21.05,-31.61,5.73,0.73,-0.216,0.628
3149473,-21.93,-31.61,5.88,0.71,-0.201,0.658
3149977,-21.05,-31.61,6.20,0.73,-0.379,0.584
3150481,-21.93,-31.61,5.73,0.73,-0.172,0.450
3150985,-22.81,-31.61,6.04,0.73,-0.423,0.125
3151489,-21.05,-31.61,6.04,0.73,-0.320,0.480
3151992,-21.93,-31.61,5.73,0.71,-0.349,0.317
3152496,-21.93,-31.61,3.99,0.73,-0.320,0.673
3153000,-21.93,-31.61,5.57,0.71,-0.098,0.021
3153504,-21.93,-31.61,6.04,0.71,-0.246,0.110
3154008,-21.05,-31.61,5.57,0.73,-0.379,0.406
3154511,-21.05,-31.61,6.04,0.71,-0.497,0.287
3155014,-21.05,-31.61,5.57,0.73,-0.112,-0.083
3155518,-21.05,-31.61,6.20,0.71,-0.335,0.110
3156022,-21.05,-31.61,6.20,0.71,-0.068,0.154
3156526,-21.05,-31.61,6.20,0.71,0.154,0.302
3157029,-21.05,-31.61,6.20,0.71,-0.068,0.599
3157533,-22.81,-30.73,5.73,0.71,-0.246,0.436
3158037,-21.93,-31.61,5.73,0.71,-0.246,0.658
3158541,-21.93,-31.61,6.20,0.71,-0.172,0.554
3159045,-21.93,-31.61,6.04,0.71,-0.083,0.628
3159548,-21.93,-31.61,5.88,0.73,0.006,0.687
3160052,-21.93,-31.61,5.88,0.71,-0.024,0.391
3160556,-21.93,-31.61,6.04,0.71,0.154,0.302
3161060,-21.93,-31.61,6.20,0.71,-0.305,0.317
3161564,-21.05,-30.73,5.88,0.73,-0.423,0.362
3162067,-21.05,-31.61,6.20,0.73,-0.468,0.480
3162571,-21.93,-31.61,5.73,0.71,-0.349,0.362
3163075,-21.05,-31.61,5.73,0.71,-0.246,0.465
3163578,-21.93,-31.61,6.20,0.71,0.213,0.154
3164082,-22.81,-31.61,6.20,0.71,0.287,0.391
3164585,-21.05,-31.61,6.20,0.71,-0.068,0.421
3165089,-21.05,-31.61,6.04,0.71,-0.409,0.391
3165593,-21.93,-31.61,5.73,0.71,0.228,0.613
3166097,-22.81,-31.61,5.73,0.71,-0.349,0.406
3166601,-21.05,-31.61,6.20,0.71,0.021,0.761
3167105,-22.81,-31.61,5.73,0.71,0.095,0.628
3167608,-21.93,-31.61,5.88,0.71,-0.172,0.524
3168112,-21.93,-31.61,5.88,0.71,0.110,0.376
3168616,-21.93,-31.61,5.73,0.71,-0.172,0.510
3169120,-21.93,-31.61,5.73,0.71,-0.172,0.347
3169624,-21.93,-31.61,5.73,0.69,-0.157,0.658
3170127,-22.81,-31.61,5.73,0.71,-0.409,0.539
3170631,-21.05,-31.61,5.88,0.71,-0.557,0.539
3171135,-21.05,-31.61,5.73,0.71,-0.216,0.569
3171639,-22.81,-31.61,6.20,0.71,0.110,0.465
3172142,-21.93,-31.61,5.88,0.69,-0.083,0.376
3172645,-21.05,-31.61,6.04,0.71,-0.068,0.362
3173149,-22.81,-31.61,6.04,0.71,0.184,0.243
3173653,-21.93,-32.49,5.73,0.71,0.110,0.243
3174157,-21.93,-32.49,6.20,0.69,0.125,0.584
3174661,-21.93,-32.49,6.20,0.69,-0.409,0.539
3175164,-21.93,-32.49,5.73,0.69,-0.186,0.495
3175668,-21.93,-31.61,5.88,0.69,-0.038,0.658
3176172,-21.93,-31.61,5.73,0.69,-0.186,0.687
3176676,-21.93,-31.61,6.36,0.69,-0.320,0.480
3177180,-21.93,-31.61,5.73,0.69,-0.127,0.702
3177683,-21.05,-31.61,5.88,0.69,-0.246,0.687
3178187,-22.81,-31.61,6.36,0.69,-0.423,0.584
3178691,-22.81,-31.61,6.36,0.69,-0.172,0.436
3179195,-21.05,-31.61,6.51,0.69,0.006,0.495
3179699,-22.81,-32.49,5.88,0.69,-0.038,0.421
3180203,-22.81,-31.61,6.20,0.69,-0.038,0.465
3180705,-21.93,-32.49,5.88,0.69,-0.201,0.287
3181209,-21.93,-32.49,6.20,0.69,0.139,0.051
3181713,-22.81,-31.61,6.20,0.69,-0.349,0.524
3182217,-21.93,-31.61,6.04,0.69,-0.216,0.658
3182721,-21.93,-31.61,5.57,0.67,-0.186,0.613
3183224,-24.57,-32.49,6.51,0.69,0.051,0.362
3183728,-21.05,-31.61,6.36,0.69,-0.142,0.391
3184232,-23.69,-31.61,5.73,0.69,-0.068,0.717
3184736,-21.93,-31.61,6.04,0.69,-0.305,0.332
3185240,-23.69,-31.61,6.51,0.69,-0.127,0.643
3185743,-21.93,-31.61,5.88,0.69,-0.453,0.554
3186247,-21.93,-31.61,6.04,0.69,-0.349,0.095
3186751,-21.93,-31.61,6.20,0.69,0.036,0.791
3187255,-21.93,-31.61,6.51,0.71,-0.453,0.287
3187759,-24.57,-31.61,6.51,0.69,-0.172,0.258
3188262,-21.93,-31.61,5.41,0.69,0.125,0.199
3188766,-21.93,-31.61,5.88,0.69,0.302,0.495
3189269,-21.93,-31.61,6.36,0.69,-0.423,0.406
3189773,-21.93,-31.61,5.88,0.69,-0.038,0.850
3190277,-22.81,-31.61,6.20,0.69,-0.290,0.436
3190780,-21.93,-31.61,5.88,0.69,-0.127,0.510
3191284,-21.93,-31.61,6.36,0.69,-0.053,0.406
3191788,-21.93,-31.61,6.36,0.69,0.095,0.302
3192292,-21.93,-31.61,6.04,0.67,-0.127,0.554
3192796,-22.81,-31.61,5.73,0.69,-0.216,0.287
3193299,-23.69,-31.61,5.88,0.69,-0.098,0.465
3193803,-22.81,-31.61,6.36,0.67,-0.172,0.347
3194307,-21.93,-31.61,6.20,0.67,0.095,0.391
3194811,-21.93,-30.73,6.20,0.69,-0.127,0.821
3195315,-21.93,-30.73,6.51,0.69,-0.068,0.613
3195819,-21.93,-30.73,6.36,0.67,-0.112,0.510
3196322,-21.93,-30.73,6.36,0.67,-0.053,0.569
3196826,-21.05,-31.61,6.20,0.67,-0.083,0.480
3197330,-21.05,-31.61,6.36,0.67,-0.112,0.332
3197834,-21.93,-31.61,6.04,0.67,-0.305,0.436
3198337,-22.81,-31.61,5.88,0.65,0.080,0.139
3198840,-22.81,-30.73,6.51,0.67,-0.186,0.139
3199344,-21.05,-31.61,6.36,0.67,-0.201,0.613
3199848,-21.93,-31.61,5.88,0.67,-0.246,0.510
3200352,-21.93,-31.61,5.88,0.67,0.154,0.584
3200856,-22.81,-31.61,6.04,0.67,-0.320,0.243
3201359,-21.93,-31.61,5.88,0.67,-0.453,0.391
3201863,-21.93,-31.61,6.04,0.67,0.095,0.747
3202367,-22.81,-31.61,6.04,0.67,-0.261,0.495
3202871,-21.93,-31.61,6.20,0.67,0.376,0.376
3203375,-21.93,-31.61,6.04,0.67,0.125,0.510
3203878,-21.93,-30.73,6.04,0.67,-0.053,0.613
3204382,-21.93,-30.73,5.88,0.67,0.036,0.569
3204886,-21.93,-30.73,6.04,0.67,-0.038,0.317
3205390,-22.81,-30.73,6.51,0.67,-0.068,0.495
3205894,-21.93,-30.73,6.04,0.67,-0.305,0.569
3206397,-22.81,-30.73,5.88,0.67,-0.394,0.450
3206900,-22.81,-30.73,6.20,0.67,-0.320,0.450
3207404,-21.93,-30.73,6.04,0.65,-0.009,0.347
3207908,-21.93,-30.73,6.36,0.67,-0.127,0.524
3208412,-21.93,-30.73,5.88,0.67,0.051,0.421
3208915,-21.93,-30.73,5.41,0.69,-0.275,0.125
3209419,-21.93,-30.73,5.41,0.67,-0.068,0.628
3209923,-21.93,-30.73,6.36,0.65,0.051,0.569
3210427,-21.93,-30.73,6.36,0.67,-0.349,0.302
3210931,-22.81,-30.73,6.67,0.67,-0.201,0.643
3211435,-22.81,-30.73,6.36,0.67,0.080,0.702
3211938,-22.81,-30.73,6.36,0.67,-0.349,0.213
3212442,-21.93,-30.73,6.20,0.67,0.006,0.554
3212946,-22.81,-30.73,6.20,0.67,-0.142,0.347
3213450,-22.81,-30.73,6.20,0.67,0.110,0.347
3213954,-22.81,-30.73,6.20,0.67,0.287,0.376
3214457,-21.93,-31.61,6.51,0.65,-0.497,0.199
3214960,-21.93,-30.73,6.36,0.67,-0.053,0.865
3215464,-21.93,-30.73,6.51,0.65,-0.379,0.495
3215968,-21.93,-30.73,6.51,0.65,-0.201,0.628
3216472,-23.69,-30.73,6.36,0.65,-0.394,0.406
3216975,-21.93,-30.73,6.04,0.65,-0.068,0.628
3217479,-21.93,-30.73,6.51,0.65,-0.290,0.406
3217983,-22.81,-30.73,6.04,0.65,-0.394,0.658
3218487,-21.93,-30.73,6.36,0.65,-0.275,0.391
3218991,-21.93,-30.73,6.36,0.67,-0.112,0.628
3219494,-21.93,-30.73,6.36,0.65,-0.305,0.302
3219998,-24.57,-30.73,6.36,0.67,-0.305,0.495
3220502,-21.93,-30.73,5.41,0.69,0.095,0.450
3221006,-23.69,-30.73,6.04,0.65,0.243,0.643
3221510,-21.93,-30.73,5.88,0.65,-0.349,0.421
3222013,-23.69,-30.73,6.51,0.65,-0.201,0.673
3222517,-22.81,-30.73,6.04,0.65,-0.024,0.717
3223020,-22.81,-30.73,6.36,0.65,-0.438,0.450
3223524,-21.93,-30.73,6.04,0.65,0.065,0.450
3224028,-23.69,-29.85,6.04,0.65,-0.216,0.332
3224531,-22.81,-30.73,6.51,0.65,-0.083,0.465
3225035,-21.93,-30.73,6.04,0.65,0.021,0.317
3225539,-21.93,-30.73,6.67,0.65,0.317,0.436
3226043,-21.93,-30.73,6.36,0.65,0.347,0.154
3226547,-21.93,-30.73,6.36,0.65,-0.379,0.362
3227051,-21.93,-30.73,6.04,0.65,-0.216,0.139
3227554,-21.93,-30.73,6.20,0.65,-0.112,0.495
3228058,-21.93,-30.73,6.20,0.65,-0.127,0.539
3228562,-21.93,-30.73,6.04,0.65,0.213,0.658
3229066,-22.81,-30.73,6.04,0.65,-0.172,0.391
3229570,-21.93,-30.73,6.36,0.65,-0.009,0.717
3230073,-21.93,-30.73,6.20,0.65,-0.453,0.243
3230577,-22.81,-30.73,5.73,0.62,-0.112,0.450
3231081,-22.81,-31.61,6.83,0.69,-0.009,0.228
3231584,-21.93,-30.73,6.36,0.65,-0.157,0.036
3232088,-21.93,-30.73,6.04,0.65,-0.290,0.480
3232591,-22.81,-30.73,6.20,0.65,-0.231,0.539
3233095,-21.93,-30.73,6.36,0.65,-0.127,0.302
3233599,-21.93,-30.73,6.20,0.65,-0.053,0.287
3234103,-21.93,-30.73,6.04,0.65,0.154,0.228
3234607,-21.93,-30.73,6.04,0.65,-0.098,0.376
3235110,-22.81,-30.73,6.36,0.64,0.139,0.347
3235614,-22.81,-30.73,6.36,0.65,-0.127,0.480
3236118,-21.93,-30.73,6.36,0.64,-0.231,0.317
3236622,-21.93,-30.73,6.51,0.65,0.051,0.658
3237126,-21.93,-30.73,6.36,0.65,-0.068,0.717
3237629,-21.93,-30.73,6.04,0.65,0.125,0.154
3238133,-23.69,-30.73,6.36,0.64,0.065,0.495
3238637,-21.93,-30.73,6.67,0.65,-0.083,0.199
3239141,-22.81,-30.73,6.51,0.64,-0.024,0.213
3239645,-22.81,-30.73,6.36,0.64,0.021,0.421
3240147,-22.81,-30.73,6.36,0.65,-0.246,0.510
3240651,-24.57,-30.73,6.83,0.62,0.036,0.569
3241155,-21.05,-30.73,6.20,0.65,-0.157,0.613
3241659,-22.81,-30.73,6.36,0.64,-0.112,0.406
3242163,-22.81,-30.73,6.36,0.65,0.302,0.628
3242667,-22.81,-29.85,6.51,0.64,-0.098,0.761
3243170,-21.93,-29.85,6.20,0.64,-0.246,0.302
3243674,-21.93,-29.85,6.04,0.64,-0.142,0.524
3244178,-21.93,-29.85,6.20,0.64,0.302,0.643
3244682,-21.93,-29.85,6.20,0.64,-0.231,0.776
3245186,-22.81,-29.85,6.20,0.64,-0.335,0.613
3245689,-21.93,-29.85,6.20,0.64,-0.186,0.406
3246193,-24.57,-29.85,6.51,0.65,0.065,0.450
3246697,-23.69,-29.85,6.99,0.67,-0.068,0.524
3247201,-23.69,-29.85,6.83,0.64,0.139,0.554
3247704,-23.69,-29.85,6.67,0.64,0.125,0.747
3248207,-22.81,-29.85,6.67,0.64,-0.335,0.362
3248711,-23.69,-29.85,6.20,0.64,-0.024,0.450
3249215,-21.93,-29.85,6.67,0.64,0.036,0.584
3249719,-21.93,-29.85,6.20,0.64,-0.423,0.347
3250223,-21.93,-29.85,6.67,0.64,-0.275,0.317
3250726,-22.81,-29.85,6.51,0.64,-0.216,0.450
3251230,-22.81,-30.73,6.51,0.64,-0.290,0.406
3251734,-21.93,-30.73,6.67,0.64,-0.172,0.687
3252238,-22.81,-30.73,6.51,0.62,-0.527,0.717
3252742,-22.81,-29.85,6.36,0.64,-0.497,0.584
3253245,-21.93,-30.73,6.51,0.64,-0.186,0.539
3253749,-23.69,-29.85,6.36,0.64,-0.068,0.495
3254253,-23.69,-29.85,6.36,0.62,-0.098,0.510
3254757,-22.81,-29.85,6.67,0.62,-0.186,0.287
3255261,-23.69,-29.85,6.99,0.58,-0.112,0.628
3255763,-21.93,-29.85,5.88,0.64,-0.290,0.613
3256267,-22.81,-29.85,6.36,0.62,-0.216,0.510
3256771,-22.81,-29.85,6.20,0.62,-0.157,0.569
3257275,-22.81,-29.85,6.51,0.62,0.006,0.569
3257779,-21.93,-29.85,6.83,0.62,-0.157,0.302
3258283,-22.81,-29.85,6.36,0.62,0.125,0.258
3258786,-22.81,-29.85,6.20,0.62,-0.053,0.480
3259290,-22.81,-30.73,6.20,0.62,-0.142,0.599
3259794,-21.93,-30.73,6.51,0.62,-0.127,0.599
3260298,-21.93,-30.73,6.67,0.62,-0.053,0.628
3260802,-22.81,-30.73,6.67,0.62,-0.335,0.125
3261305,-22.81,-30.73,6.20,0.62,-0.112,0.495
3261809,-22.81,-30.73,6.51,0.62,-0.216,0.362
3262313,-21.93,-30.73,6.51,0.62,-0.083,0.154
3262817,-21.93,-30.73,6.83,0.62,-0.098,0.495
3263321,-22.81,-30.73,6.83,0.62,-0.098,0.465
3263824,-22.81,-30.73,6.67,0.62,-0.024,0.450
3264328,-23.69,-30.73,6.51,0.62,0.036,0.584
3264831,-22.81,-30.73,6.51,0.62,-0.261,0.273
3265335,-23.69,-30.73,6.20,0.62,-0.231,0.213
3265839,-21.93,-30.73,6.36,0.62,-0.172,0.495
3266342,-25.45,-29.85,6.51,0.64,-0.201,0.199
3266846,-21.93,-30.73,6.04,0.65,-0.349,0.228
3267350,-22.81,-29.85,6.36,0.62,-0.261,0.702
3267854,-22.81,-29.85,6.83,0.62,-0.201,0.628
3268358,-22.81,-29.85,6.51,0.62,-0.053,0.199
3268861,-21.93,-29.85,6.51,0.62,-0.216,0.258
3269365,-22.81,-29.85,6.67,0.62,-0.157,0.376
3269869,-21.93,-29.85,6.67,0.62,-0.201,0.480
3270373,-22.81,-29.85,6.51,0.62,-0.231,0.687
