Time,Temp1F,Temp2F,RH,Pres,AccX,AccZ
563727,40.53,37.89,38.21,12.26,-0.053,1.206
564231,41.41,37.89,37.89,12.26,0.006,1.117
564734,41.41,37.89,38.05,12.26,-0.098,1.191
565238,40.53,37.89,38.36,12.26,0.006,1.221
565742,40.53,37.89,37.73,12.22,-0.024,1.235
566246,41.41,37.89,38.05,12.26,0.080,1.161
566750,40.53,37.89,38.36,12.26,0.125,1.147
567254,41.41,37.89,38.21,12.27,0.065,1.161
567757,41.41,37.89,37.73,12.26,0.065,1.221
568261,41.41,37.89,38.21,12.26,-0.068,1.221
568765,41.41,37.89,38.36,12.26,0.006,1.191
569269,40.53,37.89,38.21,12.24,0.021,1.250
569773,41.41,37.89,37.73,12.26,-0.024,1.161
570276,40.53,37.89,38.21,12.26,0.065,1.235
570780,41.41,37.89,38.05,12.24,0.006,1.132
571284,41.41,37.89,37.89,12.24,-0.024,1.161
571788,40.53,37.89,37.73,12.26,-0.053,1.176
572292,41.41,37.89,38.21,12.26,0.110,1.117
572795,40.53,37.89,38.36,12.26,-0.038,1.161
573299,40.53,37.89,38.05,12.26,0.036,1.117
573803,41.41,38.77,38.05,12.26,-0.142,1.235
574307,39.65,37.89,37.73,12.27,-0.053,1.176
574811,39.65,37.89,37.73,12.26,-0.053,1.147
575314,41.41,37.89,38.21,12.26,0.021,1.221
575818,40.53,37.89,38.21,12.26,0.228,1.087
576322,41.41,37.89,38.05,12.26,0.613,0.924
576826,40.53,37.89,38.21,12.24,0.791,0.628
577330,41.41,37.89,38.21,12.26,0.806,0.880
577833,41.41,37.89,38.21,12.26,0.747,0.806
578337,41.41,37.89,38.21,12.26,0.910,0.599
578841,41.41,37.89,38.05,12.26,0.761,0.732
579345,41.41,37.89,37.73,12.26,0.421,1.087
579849,41.41,37.89,37.73,12.26,0.213,0.984
580353,39.65,37.89,38.21,12.26,0.184,1.161
580856,41.41,37.89,37.73,12.26,0.080,1.265
581360,40.53,37.89,38.05,12.26,0.213,1.147
581864,40.53,37.89,37.89,12.26,-0.127,1.769
582367,40.53,37.89,38.05,12.26,0.347,0.628
582871,39.65,37.89,37.73,12.26,0.317,1.206
583374,41.41,37.89,38.05,12.26,0.258,1.132
583878,41.41,37.89,37.73,12.26,0.332,1.206
584382,41.41,37.89,38.05,12.26,0.347,1.102
584886,40.53,37.89,37.57,12.26,0.302,1.043
585390,41.41,37.89,38.21,12.26,0.273,1.161
585893,41.41,37.89,34.11,12.26,0.139,1.191
586397,40.53,37.89,37.57,12.26,0.228,1.161
586901,41.41,37.89,37.57,12.26,0.184,1.221
587405,41.41,37.89,37.73,12.26,0.184,1.221
587909,41.41,37.89,37.89,12.26,0.154,1.206
588412,41.41,37.89,38.21,12.26,0.169,1.206
588916,40.53,37.89,38.05,12.26,0.125,1.191
589420,41.41,37.89,37.73,12.26,0.139,1.221
589924,41.41,38.77,38.05,12.26,0.302,1.147
590428,39.65,37.89,37.42,12.26,0.199,1.206
590931,40.53,37.89,37.89,12.26,0.154,1.221
591435,41.41,37.89,37.42,12.26,0.021,1.206
591939,41.41,38.77,38.05,12.26,0.036,1.147
592443,41.41,37.89,37.57,12.26,0.095,1.235
592947,40.53,37.89,38.05,12.26,0.051,1.117
593451,41.41,37.89,37.57,12.26,0.169,1.132
593954,41.41,37.89,37.57,12.26,0.095,1.265
594458,41.41,37.89,37.42,12.26,0.065,1.161
594962,40.53,38.77,37.42,12.26,0.139,1.295
595466,40.53,37.89,37.89,12.26,0.021,1.147
595970,41.41,37.89,38.05,12.26,0.036,1.191
596473,41.41,37.89,37.73,12.26,0.080,1.221
596977,41.41,37.89,37.89,12.26,0.125,1.161
597481,40.53,37.89,37.42,12.27,0.021,1.280
597985,41.41,37.89,37.57,12.22,0.095,1.250
598489,41.41,37.89,37.26,12.26,0.065,1.161
598992,40.53,37.89,37.57,12.26,0.080,1.161
599496,40.53,38.77,37.73,12.26,0.021,1.265
600000,41.41,38.77,37.89,12.26,0.125,1.161
600504,40.53,37.89,37.73,12.27,0.080,1.191
601008,40.53,38.77,37.57,12.22,0.110,1.161
601511,41.41,37.89,37.42,12.26,0.080,1.102
602015,41.41,37.89,37.26,12.26,0.110,1.132
602519,41.41,37.89,37.73,12.26,0.095,1.161
603023,40.53,37.89,37.57,12.26,0.095,1.191
603527,42.29,37.89,37.73,12.26,0.080,1.235
604030,42.29,37.89,37.26,12.26,0.065,1.191
604534,42.29,38.77,37.57,12.22,0.095,1.117
605038,41.41,38.77,37.73,12.26,0.110,1.206
605542,41.41,38.77,37.42,12.26,0.065,1.161
606046,41.41,37.89,37.42,12.26,0.125,1.161
606550,41.41,37.89,37.42,12.26,0.006,1.250
607053,41.41,38.77,37.10,12.26,0.110,1.072
607557,41.41,38.77,37.57,12.24,0.139,1.191
608061,40.53,38.77,37.42,12.26,0.080,1.221
608565,41.41,38.77,37.42,12.27,0.125,1.132
609069,41.41,38.77,37.57,12.26,0.065,1.191
609572,40.53,38.77,37.10,12.26,0.110,1.117
610076,41.41,38.77,37.10,12.26,0.065,1.132
610580,41.41,37.89,37.42,12.26,0.095,1.117
611084,41.41,38.77,37.42,12.27,0.021,1.191
611588,42.29,38.77,37.57,12.29,0.080,1.176
612091,42.29,38.77,37.26,12.26,0.021,1.235
612595,42.29,38.77,37.26,12.27,-0.038,1.072
613099,41.41,38.77,37.42,12.26,0.036,1.265
613603,42.29,38.77,37.73,12.26,0.006,1.206
614107,41.41,38.77,37.26,12.26,-0.024,1.176
614610,41.41,38.77,37.10,12.26,0.080,1.043
615114,41.41,38.77,37.57,12.26,0.051,1.235
615618,40.53,38.77,36.94,12.26,0.006,1.176
616122,41.41,38.77,37.57,12.26,0.065,1.147
616626,41.41,38.77,37.26,12.26,0.213,1.295
617129,41.41,38.77,37.73,12.26,0.554,0.969
617633,41.41,38.77,37.57,12.27,0.702,0.850
618137,41.41,38.77,37.57,12.26,0.524,1.221
618641,41.41,38.77,37.73,12.26,0.436,1.013
619145,40.53,38.77,37.26,12.26,0.406,1.206
619649,41.41,38.77,37.10,12.26,0.376,1.102
620152,40.53,38.77,37.26,12.24,0.391,1.147
620656,41.41,38.77,37.26,12.27,0.347,1.191
621160,41.41,38.77,37.57,12.26,0.362,0.969
621664,40.53,38.77,37.42,12.26,0.524,1.058
622168,42.29,38.77,37.10,12.26,0.554,0.939
622671,40.53,38.77,37.10,12.26,0.835,0.687
623175,41.41,38.77,37.42,12.26,0.835,0.776
623679,41.41,38.77,37.26,12.26,0.761,0.895
624183,42.29,38.77,37.26,12.24,0.658,0.910
624687,41.41,38.77,37.26,12.26,0.643,0.984
625189,41.41,38.77,37.26,12.26,0.673,0.969
625693,41.41,38.77,37.26,12.26,0.702,0.924
626197,40.53,38.77,37.42,12.26,0.702,0.954
626701,42.29,38.77,37.26,12.27,0.717,0.984
627205,41.41,38.77,37.42,12.26,0.643,0.954
627708,41.41,38.77,37.42,12.26,0.658,0.939
628212,41.41,38.77,37.57,12.26,0.687,0.954
628716,42.29,38.77,37.42,12.26,0.687,0.939
629220,40.53,38.77,37.57,12.26,0.658,0.924
629724,40.53,38.77,37.57,12.26,0.687,0.954
630227,41.41,38.77,37.42,12.26,0.643,0.969
630731,41.41,38.77,36.94,12.26,0.673,0.969
631235,41.41,38.77,37.42,12.26,0.791,0.924
631739,41.41,38.77,37.42,12.26,0.658,0.924
632243,42.29,38.77,36.94,12.26,0.569,0.998
632747,41.41,37.89,36.94,12.26,0.584,0.969
633250,42.29,38.77,36.94,12.26,0.628,1.013
633754,41.41,38.77,40.41,12.26,0.643,1.028
634258,41.41,38.77,36.94,12.26,0.554,1.028
634762,40.53,38.77,36.79,12.27,0.539,1.043
635266,41.41,38.77,37.42,12.26,0.673,0.969
635769,41.41,38.77,37.26,12.26,0.643,1.147
636273,42.29,38.77,37.42,12.26,0.524,0.776
636777,42.29,38.77,37.26,12.22,0.761,0.984
637281,40.53,38.77,36.94,12.26,0.673,1.117
637785,42.29,38.77,37.10,12.26,0.628,0.969
638288,40.53,38.77,36.79,12.26,0.717,0.954
638792,40.53,38.77,37.42,12.26,0.821,0.969
639296,41.41,38.77,36.94,12.24,0.421,0.939
639800,42.29,38.77,37.10,12.27,0.421,1.206
640304,42.29,38.77,36.79,12.24,0.450,1.043
640807,42.29,38.77,37.10,12.24,0.554,1.028
641311,40.53,38.77,37.26,12.26,0.480,1.072
641815,42.29,38.77,37.10,12.26,0.673,1.028
642319,42.29,38.77,37.10,12.26,0.658,0.821
642823,40.53,38.77,36.94,12.26,0.480,1.132
643326,42.29,38.77,36.79,12.22,0.421,1.161
643830,40.53,38.77,37.26,12.27,0.406,1.117
644334,42.29,38.77,37.26,12.26,0.376,1.191
644838,41.41,38.77,37.10,12.26,0.465,1.117
645342,42.29,38.77,37.10,12.26,0.302,1.147
645846,42.29,38.77,37.10,12.26,0.436,1.117
646349,42.29,38.77,37.26,12.27,0.465,1.058
646853,41.41,38.77,37.10,12.26,0.376,1.147
647357,41.41,38.77,36.79,12.26,0.554,1.028
647861,41.41,38.77,37.26,12.26,0.524,1.043
648365,42.29,38.77,36.94,12.22,0.199,1.176
648868,40.53,38.77,36.79,12.26,0.510,0.954
649372,42.29,38.77,37.26,12.24,0.510,1.176
649876,42.29,38.77,36.94,12.22,0.302,1.295
650380,41.41,38.77,36.94,12.27,0.228,1.117
650884,42.29,38.77,36.79,12.26,0.036,1.295
651387,42.29,38.77,36.79,12.24,0.317,1.161
651891,42.29,38.77,36.79,12.22,0.362,1.354
652395,41.41,38.77,37.10,12.26,0.243,1.117
652899,42.29,38.77,36.63,12.26,0.228,1.013
653403,42.29,38.77,36.79,12.26,0.362,1.013
653906,42.29,38.77,36.94,12.26,0.510,1.087
654410,42.29,38.77,37.26,12.26,0.169,1.117
654914,41.41,38.77,36.79,12.26,0.228,1.087
655418,42.29,38.77,36.79,12.22,0.317,1.206
655922,42.29,38.77,37.10,12.26,0.406,1.072
656425,42.29,38.77,37.10,12.26,0.213,1.369
656929,41.41,38.77,37.10,12.26,0.228,1.058
657433,42.29,38.77,36.79,12.26,0.213,0.969
657937,41.41,38.77,36.79,12.26,0.184,1.280
658440,40.53,38.77,38.99,12.26,0.347,1.058
658944,40.53,38.77,36.47,12.24,0.080,1.428
659447,42.29,38.77,36.47,12.26,0.154,1.235
659951,41.41,38.77,36.63,12.26,0.154,0.880
660455,40.53,38.77,37.10,12.26,0.125,1.147
660959,42.29,38.77,36.63,12.26,0.169,1.161
661463,42.29,38.77,36.79,12.26,0.154,1.072
661966,42.29,38.77,37.26,12.26,0.065,1.428
662470,41.41,38.77,37.10,12.26,0.006,1.221
662974,42.29,38.77,36.94,12.26,0.021,1.132
663478,40.53,38.77,36.79,12.26,-0.053,0.969
663982,42.29,38.77,36.79,12.26,0.199,0.969
664485,41.41,38.77,36.94,12.26,0.110,1.265
664989,41.41,38.77,36.79,12.26,0.095,1.339
665493,41.41,38.77,32.37,12.26,-0.112,1.132
665997,40.53,38.77,36.94,12.26,0.139,1.072
666501,41.41,38.77,36.79,12.26,-0.024,0.939
667004,41.41,38.77,37.10,12.26,-0.009,1.058
667508,41.41,38.77,37.10,12.26,0.021,1.161
668012,42.29,38.77,37.26,12.24,0.139,1.176
668516,41.41,38.77,36.79,12.26,-0.172,1.250
669020,42.29,38.77,37.26,12.26,-0.009,1.191
669523,42.29,38.77,37.10,12.26,-0.112,1.250
670027,42.29,38.77,37.10,12.26,-0.098,1.161
670531,41.41,38.77,37.10,12.26,0.021,1.117
671035,42.29,38.77,36.63,12.26,-0.053,1.250
671539,42.29,38.77,36.79,12.26,-0.172,1.339
672043,41.41,38.77,37.10,12.26,-0.038,1.147
672546,42.29,38.77,37.10,12.26,0.080,1.117
673050,42.29,38.77,36.79,12.26,0.051,1.176
673554,41.41,38.77,36.63,12.26,-0.068,1.280
674058,42.29,38.77,37.10,12.24,-0.053,1.280
674562,42.29,38.77,37.10,12.26,-0.024,1.132
675065,42.29,38.77,36.31,12.26,-0.009,1.265
675569,41.41,38.77,36.63,12.26,0.139,1.102
676073,42.29,38.77,37.10,12.26,0.139,1.176
676577,40.53,38.77,36.94,12.26,0.154,1.191
677081,41.41,38.77,36.63,12.26,0.110,1.013
677584,42.29,38.77,36.63,12.26,-0.009,1.206
678088,42.29,38.77,36.94,12.26,-0.009,1.161
678592,41.41,38.77,36.63,12.26,0.021,1.339
679096,41.41,38.77,37.10,12.26,-0.053,1.147
679600,42.29,38.77,36.94,12.26,-0.216,1.191
680103,41.41,38.77,36.94,12.26,-0.068,1.235
680607,41.41,38.77,37.10,12.26,-0.024,1.235
681111,41.41,38.77,36.63,12.24,-0.038,1.206
681615,42.29,38.77,37.10,12.24,-0.053,1.102
682119,42.29,38.77,36.94,12.27,-0.024,1.132
682622,42.29,38.77,36.79,12.26,-0.053,1.309
683126,42.29,38.77,36.63,12.26,-0.009,1.191
683630,42.29,38.77,36.94,12.26,0.036,1.161
684134,41.41,38.77,36.94,12.26,0.006,1.102
684638,42.29,38.77,36.63,12.26,0.036,1.147
685142,42.29,38.77,36.79,12.26,0.036,1.235
685645,41.41,38.77,36.63,12.26,-0.009,1.147
686149,42.29,38.77,36.63,12.26,0.051,1.250
686653,42.29,38.77,36.47,12.26,-0.083,1.147
687157,42.29,38.77,36.94,12.22,-0.142,1.206
687661,42.29,38.77,36.79,12.26,-0.127,1.250
688164,42.29,38.77,36.47,12.26,-0.068,1.147
688668,42.29,38.77,36.47,12.26,-0.112,1.102
689172,42.29,38.77,36.47,12.24,-0.112,1.176
689676,41.41,38.77,36.94,12.22,-0.038,1.058
690180,41.41,38.77,36.63,12.26,-0.157,1.206
690683,43.17,38.77,36.31,12.27,-0.083,1.235
691187,43.17,38.77,36.47,12.26,-0.083,1.117
691691,42.29,38.77,36.79,12.26,-0.024,1.339
692195,42.29,38.77,36.47,12.26,-0.053,1.221
692699,42.29,38.77,36.31,12.24,-0.009,1.176
693202,41.41,38.77,36.63,12.22,0.051,1.132
693706,42.29,38.77,36.79,12.26,-0.009,1.043
694210,42.29,38.77,36.63,12.26,-0.068,1.087
694714,41.41,38.77,36.79,12.24,-0.038,1.013
695218,42.29,38.77,36.47,12.26,-0.024,1.043
695721,42.29,38.77,36.47,12.26,-0.068,1.191
696225,41.41,38.77,36.47,12.26,0.021,1.221
696729,42.29,38.77,36.63,12.24,-0.083,1.221
697233,42.29,38.77,36.63,12.26,-0.038,1.206
697737,42.29,38.77,36.47,12.26,-0.083,1.161
698241,42.29,38.77,36.16,12.26,-0.009,1.087
698744,41.41,38.77,36.31,12.22,-0.053,1.221
699248,42.29,38.77,36.47,12.26,-0.172,1.087
699752,41.41,38.77,36.63,12.26,-0.172,1.250
700256,42.29,38.77,36.31,12.24,-0.186,1.295
700760,43.17,38.77,36.79,12.26,-0.201,1.102
701263,42.29,38.77,36.63,12.26,-0.261,1.354
701767,42.29,38.77,39.47,12.24,-0.157,1.147
702271,42.29,38.77,36.63,12.26,0.465,0.954
702775,41.41,38.77,36.31,12.26,-0.127,1.176
703279,43.17,38.77,36.31,12.26,-0.142,1.428
703782,43.17,38.77,36.00,12.26,-0.098,1.058
704286,42.29,38.77,36.31,12.26,-0.083,1.132
704790,43.17,38.77,36.31,12.26,-0.098,1.087
705294,42.29,38.77,36.16,12.26,-0.216,1.206
705798,42.29,38.77,36.16,12.22,-0.231,1.235
706301,41.41,38.77,36.63,12.26,-0.098,1.132
706805,43.17,38.77,36.31,12.26,-0.142,1.117
707309,42.29,38.77,36.16,12.26,-0.083,1.161
707813,41.41,38.77,36.31,12.22,-0.098,1.102
708317,42.29,38.77,36.16,12.24,-0.112,1.147
708820,43.17,38.77,36.63,12.26,-0.098,1.087
709324,43.17,38.77,36.16,12.22,-0.068,1.161
709828,41.41,38.77,36.16,12.26,-0.127,1.235
710332,41.41,38.77,36.00,12.26,-0.127,1.250
710836,43.17,38.77,36.47,12.27,-0.098,1.191
711340,41.41,38.77,36.00,12.26,-0.083,1.087
711843,43.17,38.77,36.00,12.26,-0.142,1.102
712347,42.29,38.77,36.47,12.26,-0.157,1.221
712851,42.29,38.77,36.47,12.26,-0.098,1.102
713355,42.29,38.77,36.31,12.26,0.036,1.191
713859,43.17,38.77,36.16,12.26,-0.186,1.176
714362,43.17,38.77,36.47,12.26,-0.024,1.102
714866,42.29,38.77,36.16,12.26,0.006,1.191
715370,43.17,38.77,36.63,12.22,-0.083,1.176
715874,41.41,38.77,35.84,12.24,-0.142,1.043
716378,42.29,38.77,36.16,12.26,-0.127,1.206
716881,43.17,38.77,36.16,12.22,-0.157,1.191
717385,42.29,38.77,36.94,12.26,-0.275,1.147
717889,42.29,38.77,36.00,12.26,-0.157,1.147
718393,42.29,38.77,36.16,12.22,-0.201,1.161
718897,42.29,38.77,36.31,12.26,-0.157,1.280
719400,43.17,38.77,36.47,12.26,-0.261,1.280
719904,42.29,38.77,36.47,12.26,-0.127,1.043
720408,42.29,38.77,36.47,12.26,-0.024,1.235
720912,42.29,38.77,36.31,12.26,-0.201,1.295
721416,42.29,38.77,36.31,12.24,-0.127,1.250
721920,43.17,38.77,36.31,12.26,-0.246,1.206
722423,43.17,38.77,35.84,12.24,-0.098,1.354
722927,42.29,38.77,36.00,12.26,-0.024,1.087
723431,41.41,38.77,36.31,12.26,-0.172,1.028
723935,42.29,38.77,36.31,12.26,-0.290,1.176
724439,43.17,38.77,35.84,12.26,-0.127,1.339
724942,42.29,38.77,36.31,12.26,-0.157,1.058
725446,42.29,38.77,35.84,12.26,-0.231,1.176
725950,42.29,38.77,36.16,12.26,-0.068,1.206
726454,43.17,38.77,35.84,12.24,-0.157,1.043
726958,43.17,38.77,36.47,12.26,-0.157,1.309
727461,43.17,38.77,36.16,12.26,-0.068,1.487
727965,41.41,38.77,36.16,12.26,-0.142,1.295
728469,43.17,38.77,36.16,12.26,-0.068,1.147
728973,43.17,38.77,36.47,12.22,-0.068,1.087
729477,43.17,38.77,35.84,12.26,-0.112,1.176
729980,42.29,38.77,36.16,12.26,-0.098,1.191
730484,42.29,38.77,35.68,12.26,0.006,1.132
730988,42.29,38.77,36.31,12.26,-0.009,1.132
731492,43.17,38.77,36.00,12.26,0.036,1.206
731996,43.17,38.77,35.84,12.26,-0.009,1.235
732499,43.17,38.77,36.00,12.26,-0.024,1.132
733003,43.17,38.77,36.00,12.26,-0.053,1.265
733507,42.29,38.77,35.68,12.26,-0.009,1.147
734011,42.29,38.77,36.00,12.26,-0.112,1.176
734515,43.17,38.77,35.84,12.26,0.036,1.295
735019,42.29,38.77,36.16,12.24,-0.038,1.398
735522,43.17,38.77,36.00,12.26,-0.157,1.265
736026,43.17,38.77,36.00,12.26,-0.142,1.221
736530,43.17,38.77,35.84,12.26,0.006,1.295
737034,43.17,38.77,36.16,12.26,-0.053,1.176
737538,43.17,38.77,36.31,12.27,-0.098,1.324
738041,42.29,38.77,36.16,12.26,0.021,1.176
738545,43.17,38.77,36.31,12.26,-0.038,1.087
739049,43.17,39.65,35.68,12.26,-0.098,1.102
739553,42.29,38.77,36.31,12.26,-0.098,1.354
740057,43.17,38.77,35.84,12.26,-0.083,1.221
740560,43.17,38.77,36.16,12.26,-0.127,1.191
741064,43.17,38.77,36.16,12.26,-0.068,1.206
741568,43.17,38.77,36.16,12.26,-0.038,1.117
742072,42.29,38.77,35.84,12.26,-0.009,1.132
742576,43.17,38.77,35.84,12.26,-0.068,1.191
743079,43.17,38.77,35.68,12.26,-0.038,1.176
743583,43.17,38.77,36.00,12.26,-0.024,1.161
744087,43.17,38.77,35.68,12.26,-0.009,1.132
744591,42.29,38.77,36.00,12.26,-0.142,1.324
745095,43.17,38.77,36.00,12.26,-0.083,1.176
745598,43.17,38.77,35.84,12.27,-0.112,1.206
746102,43.17,38.77,35.52,12.26,-0.038,1.235
746606,43.17,38.77,36.00,12.26,0.021,1.369
747109,43.17,39.65,35.84,12.27,0.021,1.176
747613,43.17,38.77,35.84,12.26,-0.024,1.087
748116,43.17,38.77,36.16,12.22,-0.083,1.191
748620,43.17,38.77,35.68,12.26,-0.083,1.324
749124,42.29,38.77,36.00,12.26,-0.068,1.072
749628,42.29,38.77,36.16,12.26,-0.098,1.013
750132,41.41,38.77,35.52,12.26,-0.038,1.087
750636,43.17,38.77,36.16,12.26,0.021,1.161
751139,43.17,39.65,35.68,12.26,-0.038,1.176
751643,43.17,39.65,36.00,12.26,-0.038,1.191
752147,43.17,38.77,35.52,12.26,-0.053,1.221
752651,41.41,38.77,35.52,12.26,0.036,1.072
753155,43.17,39.65,35.52,12.26,0.036,1.117
753658,43.17,38.77,36.00,12.26,0.036,1.191
754162,43.17,38.77,36.00,12.26,0.051,1.147
754666,43.17,39.65,35.37,12.26,-0.142,1.295
755170,43.17,39.65,35.52,12.26,-0.068,1.250
755674,43.17,38.77,36.00,12.26,-0.024,1.117
756177,43.17,39.65,35.68,12.26,-0.053,1.176
756681,43.17,38.77,36.16,12.26,-0.053,1.147
757185,43.17,38.77,35.68,12.26,-0.024,1.132
757689,43.17,39.65,35.52,12.26,-0.098,1.161
758193,43.17,39.65,35.68,12.22,-0.098,1.147
758696,43.17,39.65,35.68,12.26,-0.083,1.161
759200,43.17,39.65,35.84,12.24,-0.038,1.206
759704,43.17,39.65,35.68,12.26,-0.142,1.206
760208,43.17,39.65,36.00,12.26,-0.098,1.176
760712,42.29,39.65,36.16,12.26,-0.098,1.161
761216,42.29,39.65,35.52,12.26,-0.024,1.117
761719,43.17,39.65,35.68,12.26,-0.053,1.102
762223,43.17,39.65,35.84,12.22,-0.098,1.280
762727,43.17,39.65,35.21,12.26,-0.053,1.132
763231,43.17,39.65,35.52,12.26,-0.068,1.235
763735,43.17,38.77,35.37,12.26,0.036,1.072
764238,43.17,39.65,36.00,12.26,-0.009,1.117
764742,43.17,39.65,35.37,12.26,-0.068,1.147
765246,43.17,39.65,35.84,12.26,-0.053,1.250
765750,43.17,39.65,35.84,12.26,-0.038,1.235
766254,42.29,39.65,35.68,12.26,0.080,1.176
766757,42.29,39.65,35.68,12.26,0.065,1.147
767261,43.17,39.65,35.84,12.26,-0.024,1.132
767765,43.17,39.65,35.84,12.26,-0.024,1.176
768269,42.29,39.65,35.37,12.26,0.051,1.250
768773,43.17,39.65,35.37,12.26,0.051,1.235
769276,42.29,39.65,37.10,12.26,0.065,1.147
769780,43.17,39.65,35.52,12.26,0.036,1.221
770284,43.17,39.65,36.00,12.26,0.051,1.191
770788,43.17,39.65,35.68,12.26,0.006,1.221
771292,43.17,39.65,36.00,12.26,0.051,1.191
771795,43.17,39.65,35.52,12.26,0.036,1.206
772299,43.17,39.65,35.84,12.24,0.036,1.102
772803,43.17,39.65,36.00,12.26,0.065,1.176
773307,44.05,39.65,35.68,12.26,0.021,1.161
773811,42.29,39.65,35.84,12.26,0.080,1.191
774315,43.17,39.65,35.52,12.22,0.080,1.191
774818,42.29,39.65,35.52,12.26,0.036,1.132
775322,43.17,39.65,35.84,12.26,0.006,1.132
775826,43.17,39.65,35.37,12.26,0.051,1.206
776330,43.17,39.65,35.37,12.22,0.051,1.161
776834,42.29,39.65,35.52,12.26,-0.038,1.221
777337,43.17,39.65,35.37,12.26,0.036,1.191
777841,42.29,39.65,35.37,12.26,0.021,1.176
778345,44.05,39.65,35.84,12.26,0.036,1.147
778849,43.17,39.65,35.52,12.24,0.051,1.176
779353,42.29,39.65,35.52,12.26,0.006,1.221
779856,43.17,39.65,35.52,12.26,-0.009,1.250
780360,43.17,39.65,34.58,12.26,0.051,1.147
780864,43.17,39.65,35.21,12.26,0.065,1.161
781368,42.29,39.65,35.68,12.26,-0.009,1.309
781872,43.17,39.65,35.21,12.26,0.021,1.176
782375,43.17,39.65,35.37,12.26,0.080,1.117
782879,43.17,39.65,35.21,12.22,0.110,1.235
783383,43.17,39.65,35.37,12.24,0.036,1.132
783887,43.17,39.65,35.68,12.26,0.110,1.221
784391,43.17,39.65,35.37,12.22,0.080,1.309
784894,43.17,39.65,35.84,12.26,0.021,1.265
785398,42.29,39.65,35.37,12.26,-0.009,1.221
785902,43.17,39.65,35.37,12.24,-0.024,1.132
786406,43.17,39.65,35.52,12.26,-0.038,1.235
786910,44.05,39.65,35.68,12.26,-0.024,1.191
787414,42.29,39.65,35.52,12.26,-0.009,1.147
787917,43.17,39.65,35.37,12.24,-0.009,1.147
788421,43.17,39.65,35.68,12.27,-0.038,1.235
788925,42.29,39.65,35.68,12.26,0.021,1.191
789429,43.17,39.65,35.21,12.24,0.095,1.072
789933,43.17,39.65,35.84,12.26,-0.038,1.235
790436,44.05,39.65,35.37,12.26,0.021,1.147
790940,43.17,39.65,35.68,12.26,0.036,1.132
791444,43.17,39.65,35.52,12.26,-0.053,1.265
791948,43.17,39.65,35.21,12.26,-0.024,1.206
792452,43.17,39.65,35.84,12.26,-0.009,1.161
792955,42.29,39.65,35.52,12.26,-0.009,1.221
793459,42.29,39.65,35.68,12.26,-0.024,1.221
793963,43.17,39.65,35.05,12.26,-0.009,1.191
794467,42.29,39.65,35.52,12.26,-0.053,1.191
794971,42.29,39.65,35.37,12.22,0.110,1.058
795474,44.05,39.65,35.37,12.26,-0.053,1.235
795978,44.05,39.65,35.05,12.26,0.051,1.161
796482,43.17,39.65,35.21,12.26,0.036,1.176
796986,42.29,39.65,35.52,12.26,-0.038,1.206
797490,43.17,39.65,35.21,12.27,-0.024,1.221
797993,43.17,39.65,35.52,12.26,-0.024,1.176
798497,42.29,39.65,35.37,12.24,0.095,1.117
799001,43.17,39.65,35.37,12.26,0.169,1.072
799505,43.17,39.65,35.52,12.26,0.080,1.206
800009,44.05,39.65,35.21,12.26,0.021,1.176
800513,42.29,39.65,35.68,12.26,0.110,1.161
801016,42.29,39.65,35.05,12.26,0.199,1.013
801520,43.17,39.65,35.05,12.26,0.139,1.117
802024,44.05,39.65,35.52,12.26,-0.053,1.117
802528,43.17,39.65,35.21,12.26,0.036,1.117
803032,43.17,39.65,35.52,12.26,-0.038,1.206
803535,43.17,39.65,35.21,12.26,-0.127,1.176
804039,44.05,39.65,35.21,12.26,-0.112,1.295
804543,44.05,39.65,36.00,12.26,0.006,1.147
805047,43.17,39.65,35.21,12.24,0.021,1.250
805551,43.17,39.65,35.37,12.26,0.036,1.191
806054,43.17,39.65,35.21,12.26,0.021,1.161
806558,44.05,39.65,35.52,12.26,0.051,1.161
807062,44.05,39.65,35.21,12.26,0.006,1.250
807566,43.17,39.65,35.05,12.26,0.051,1.132
808070,43.17,39.65,35.84,12.26,0.154,1.176
808573,44.05,39.65,35.37,12.26,0.110,1.206
809077,44.05,39.65,35.37,12.26,0.110,1.206
809581,43.17,39.65,35.05,12.26,0.080,1.206
810085,43.17,39.65,35.21,12.26,0.080,1.132
810589,43.17,39.65,35.52,12.26,0.095,1.102
811092,44.05,39.65,35.05,12.26,0.036,1.280
811595,44.05,39.65,35.21,12.26,0.139,1.147
812099,42.29,39.65,35.37,12.26,0.154,1.191
812603,44.05,39.65,35.37,12.26,0.139,1.250
813107,44.05,39.65,35.05,12.26,0.065,1.176
813611,43.17,39.65,35.52,12.26,0.169,1.087
814114,44.05,39.65,35.05,12.26,0.169,1.132
814618,43.17,39.65,35.05,12.26,0.139,1.132
815122,44.05,39.65,35.05,12.26,0.139,1.147
815626,44.05,39.65,35.21,12.26,0.125,1.147
816130,44.05,39.65,35.68,12.26,0.125,1.250
816633,43.17,39.65,35.52,12.26,0.110,1.191
817137,43.17,39.65,35.52,12.26,0.199,1.221
817641,44.05,39.65,35.52,12.26,0.110,1.147
818145,44.05,39.65,35.52,12.26,0.006,1.102
818649,44.05,39.65,35.37,12.26,0.065,1.102
819152,43.17,39.65,35.05,12.26,0.065,1.235
819656,43.17,39.65,35.52,12.26,0.184,1.206
